Serial Number:,PSY1I70F
08/08/2019,15:30:00,22.74,-0.261,12.417,-3.14,0.71,-4.01,-0.091,-0.03,8.279,4.19,29.70 ,present ,20.01 ,33.00 ,
08/08/2019,15:40:00,22.61,0.229,6.625,-1.55,0.71,-4.01,0.149,0.03,8.283,4.19,29.70 ,present ,20.00 ,32.70 ,
08/08/2019,15:50:00,22.53,0.474,4.932,-1.07,0.71,-4.01,0.158,0.06,8.287,4.19,29.70 ,present ,20.00 ,32.70 ,
08/08/2019,16:00:00,22.48,0.512,4.266,-0.89,0.71,-4.01,0.298,0.06,8.290,4.19,28.10 ,present ,20.00 ,31.80 ,
08/08/2019,16:10:00,22.45,0.480,3.943,-0.81,0.71,-4.01,0.160,0.06,8.290,4.19,27.60 ,present ,20.00 ,31.80 ,
08/08/2019,16:20:00,22.44,0.369,3.585,-0.73,0.71,-4.01,0.147,0.05,8.290,4.19,27.00 ,present ,20.00 ,32.09 ,
08/08/2019,16:30:00,22.39,0.385,3.320,-0.65,0.71,-4.01,0.252,0.05,8.294,4.19,26.80 ,present ,20.00 ,32.09 ,
08/08/2019,16:40:00,22.40,0.527,3.091,-0.57,0.71,-4.01,0.136,0.07,8.290,4.19,26.70 ,present ,20.00 ,31.80 ,
08/08/2019,16:50:00,22.39,0.418,2.908,-0.54,0.71,-4.01,0.237,0.05,8.294,4.19,26.70 ,present ,20.00 ,32.40 ,
08/08/2019,17:00:00,22.43,0.521,2.720,-0.47,0.71,-4.01,0.219,0.07,8.290,4.19,26.50 ,present ,20.00 ,31.80 ,
08/08/2019,17:10:00,22.46,0.460,2.547,-0.44,0.71,-4.01,0.143,0.06,8.290,4.19,26.70 ,present ,20.00 ,32.40 ,
08/08/2019,17:20:00,22.47,0.469,2.379,-0.39,0.71,-4.01,0.219,0.06,8.290,4.19,26.50 ,present ,20.00 ,32.40 ,
08/08/2019,17:30:00,22.44,0.454,2.264,-0.36,0.71,-4.01,0.240,0.06,8.290,4.19,26.60 ,present ,20.00 ,32.40 ,
08/08/2019,17:40:00,22.40,0.470,2.113,-0.32,0.71,-4.01,0.217,0.06,8.290,4.19,26.50 ,present ,20.00 ,32.40 ,
08/08/2019,17:50:00,22.37,0.435,2.030,-0.30,0.71,-4.01,0.184,0.05,8.294,4.19,26.40 ,present ,20.00 ,32.09 ,
08/08/2019,18:00:00,22.36,0.484,1.912,-0.26,0.71,-4.01,0.225,0.06,8.294,4.19,26.40 ,present ,20.00 ,32.09 ,
08/08/2019,18:10:00,22.33,0.424,1.821,-0.25,0.71,-4.01,0.209,0.05,8.294,4.19,26.60 ,present ,20.00 ,32.40 ,
08/08/2019,18:20:00,22.32,0.570,1.790,-0.22,0.71,-4.01,0.264,0.07,8.294,4.19,26.30 ,present ,20.00 ,32.09 ,
08/08/2019,18:30:00,22.33,0.442,1.686,-0.21,0.71,-4.01,0.166,0.06,8.294,4.19,26.40 ,present ,20.00 ,32.09 ,
08/08/2019,18:40:00,22.32,0.618,1.677,-0.18,0.71,-4.01,0.173,0.08,8.294,4.19,26.30 ,present ,20.00 ,32.09 ,
08/08/2019,18:50:00,22.31,0.505,1.653,-0.19,0.71,-4.01,0.058,0.06,8.294,4.19,26.20 ,present ,20.00 ,32.40 ,
08/08/2019,19:00:00,22.27,0.534,1.634,-0.18,0.71,-4.01,0.269,0.07,8.297,4.19,26.30 ,present ,20.00 ,32.40 ,
08/08/2019,19:10:00,22.22,0.565,1.640,-0.18,0.71,-4.01,0.214,0.07,8.297,4.19,26.30 ,present ,20.00 ,32.40 ,
08/08/2019,19:20:00,22.18,0.524,1.585,-0.17,0.71,-4.01,0.238,0.07,8.301,4.19,26.10 ,present ,20.00 ,32.40 ,
08/08/2019,19:30:00,22.14,0.544,1.543,-0.16,0.71,-4.01,0.130,0.07,8.301,4.19,26.20 ,present ,20.00 ,32.40 ,
08/08/2019,19:40:00,22.08,0.542,1.528,-0.16,0.71,-4.01,0.313,0.07,8.305,4.19,26.10 ,present ,20.00 ,32.09 ,
08/08/2019,19:50:00,22.02,0.495,1.510,-0.16,0.71,-4.01,0.108,0.06,8.305,4.19,26.10 ,present ,20.00 ,32.09 ,
08/08/2019,20:00:00,21.98,0.468,1.453,-0.15,0.71,-4.01,0.148,0.06,8.308,4.19,26.00 ,present ,20.00 ,32.40 ,
08/08/2019,20:10:00,21.97,0.452,1.439,-0.15,0.71,-4.01,0.154,0.06,8.308,4.19,25.90 ,present ,20.00 ,32.40 ,
08/08/2019,20:20:00,21.95,0.455,1.445,-0.15,0.71,-4.01,0.064,0.06,8.308,4.19,25.90 ,present ,20.00 ,32.40 ,
08/08/2019,20:30:00,21.93,0.297,1.424,-0.16,0.71,-4.01,0.293,0.04,8.308,4.19,25.90 ,present ,20.00 ,32.40 ,
08/08/2019,20:40:00,21.93,0.393,1.414,-0.15,0.71,-4.01,0.153,0.05,8.308,4.19,25.80 ,present ,20.00 ,32.09 ,
08/08/2019,20:50:00,21.91,0.454,1.380,-0.13,0.71,-4.01,0.211,0.06,8.308,4.19,25.80 ,present ,20.00 ,32.40 ,
08/08/2019,21:00:00,21.88,0.473,1.371,-0.13,0.71,-4.01,0.105,0.06,8.312,4.19,25.70 ,present ,20.00 ,32.09 ,
08/08/2019,21:10:00,21.87,0.354,1.359,-0.14,0.71,-4.01,0.099,0.04,8.312,4.19,25.80 ,present ,20.00 ,32.09 ,
08/08/2019,21:20:00,21.84,0.308,1.343,-0.14,0.71,-4.01,-0.053,0.04,8.312,4.19,25.70 ,present ,20.00 ,32.40 ,
08/08/2019,21:30:00,21.83,0.437,1.322,-0.12,0.71,-4.01,0.081,0.05,8.312,4.19,25.70 ,present ,20.00 ,32.09 ,
08/08/2019,21:40:00,21.80,0.478,1.341,-0.12,0.71,-4.01,0.109,0.06,8.312,4.19,25.50 ,present ,20.00 ,32.09 ,
08/08/2019,21:50:00,21.79,0.432,1.339,-0.12,0.71,-4.01,0.237,0.05,8.315,4.19,25.60 ,present ,20.00 ,32.09 ,
08/08/2019,22:00:00,21.77,0.451,1.333,-0.12,0.71,-4.01,0.090,0.06,8.315,4.19,25.60 ,present ,20.00 ,32.09 ,
08/08/2019,22:10:00,21.73,0.487,1.314,-0.11,0.71,-4.01,0.136,0.06,8.315,4.19,25.60 ,present ,20.00 ,32.40 ,
08/08/2019,22:20:00,21.73,0.337,1.321,-0.13,0.71,-4.01,0.072,0.04,8.315,4.19,25.60 ,present ,20.00 ,32.09 ,
08/08/2019,22:30:00,21.71,0.419,1.297,-0.11,0.71,-4.01,0.111,0.05,8.315,4.19,25.50 ,present ,20.00 ,32.40 ,
08/08/2019,22:40:00,21.67,0.415,1.301,-0.12,0.71,-4.01,0.120,0.05,8.319,4.19,25.60 ,present ,20.00 ,32.09 ,
08/08/2019,22:50:00,21.62,0.305,1.281,-0.13,0.71,-4.01,0.092,0.04,8.319,4.19,25.50 ,present ,20.00 ,32.40 ,
08/08/2019,23:00:00,21.59,0.482,1.297,-0.11,0.71,-4.01,0.053,0.06,8.323,4.19,25.50 ,present ,20.00 ,32.40 ,
08/08/2019,23:10:00,21.55,0.316,1.281,-0.13,0.71,-4.01,0.106,0.04,8.323,4.19,25.50 ,present ,20.00 ,32.09 ,
08/08/2019,23:20:00,21.53,0.466,1.291,-0.11,0.71,-4.01,0.240,0.06,8.323,4.19,25.30 ,present ,20.00 ,32.09 ,
08/08/2019,23:30:00,21.51,0.383,1.328,-0.13,0.71,-4.01,0.081,0.05,8.323,4.19,25.40 ,present ,20.00 ,32.09 ,
08/08/2019,23:40:00,21.50,0.375,1.366,-0.14,0.71,-4.01,0.060,0.05,8.323,4.19,25.30 ,present ,20.00 ,32.09 ,
08/08/2019,23:50:00,21.50,0.364,1.382,-0.15,0.71,-4.01,0.040,0.04,8.323,4.19,25.30 ,present ,20.00 ,32.09 ,
09/08/2019,00:00:00,21.49,0.288,1.392,-0.16,0.71,-4.01,0.120,0.03,8.326,4.19,25.30 ,present ,20.00 ,32.09 ,
09/08/2019,00:10:00,21.46,0.389,1.408,-0.15,0.71,-4.01,0.083,0.05,8.326,4.19,25.30 ,present ,20.00 ,32.40 ,
09/08/2019,00:20:00,21.43,0.370,1.405,-0.15,0.71,-4.01,0.046,0.05,8.326,4.19,25.40 ,present ,20.00 ,32.09 ,
09/08/2019,00:30:00,21.40,0.434,1.378,-0.14,0.71,-4.01,0.041,0.05,8.326,4.19,25.30 ,present ,20.00 ,32.09 ,
09/08/2019,00:40:00,21.37,0.365,1.409,-0.16,0.71,-4.01,0.178,0.04,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,00:50:00,21.34,0.428,1.375,-0.14,0.71,-4.01,0.154,0.05,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,01:00:00,21.33,0.355,1.409,-0.16,0.71,-4.01,0.061,0.04,8.330,4.19,25.30 ,present ,20.00 ,32.09 ,
09/08/2019,01:10:00,21.30,0.262,1.395,-0.17,0.71,-4.01,0.083,0.03,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,01:20:00,21.30,0.361,1.376,-0.15,0.71,-4.01,0.173,0.04,8.330,4.19,25.30 ,present ,20.00 ,32.09 ,
09/08/2019,01:30:00,21.30,0.351,1.385,-0.15,0.71,-4.01,0.103,0.04,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,01:40:00,21.30,0.371,1.371,-0.15,0.71,-4.01,0.067,0.05,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,01:50:00,21.29,0.489,1.364,-0.13,0.71,-4.01,0.087,0.06,8.333,4.19,25.10 ,present ,20.00 ,32.40 ,
09/08/2019,02:00:00,21.27,0.422,1.352,-0.13,0.71,-4.01,0.124,0.05,8.333,4.19,25.20 ,present ,20.00 ,32.40 ,
09/08/2019,02:10:00,21.24,0.339,1.364,-0.15,0.71,-4.01,0.136,0.04,8.333,4.19,25.20 ,present ,20.00 ,32.40 ,
09/08/2019,02:20:00,21.23,0.379,1.356,-0.14,0.71,-4.01,-0.057,0.05,8.333,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,02:30:00,21.22,0.392,1.349,-0.14,0.71,-4.01,0.113,0.05,8.333,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,02:40:00,21.22,0.477,1.338,-0.12,0.71,-4.01,0.098,0.06,8.333,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,02:50:00,21.22,0.381,1.345,-0.14,0.71,-4.01,0.104,0.05,8.333,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,03:00:00,21.21,0.392,1.345,-0.14,0.71,-4.01,0.063,0.05,8.333,4.19,25.10 ,present ,20.00 ,32.40 ,
09/08/2019,03:10:00,21.21,0.404,1.337,-0.13,0.71,-4.01,0.100,0.05,8.333,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,03:20:00,21.20,0.472,1.333,-0.12,0.71,-4.01,0.027,0.06,8.333,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,03:30:00,21.19,0.341,1.340,-0.14,0.71,-4.01,0.088,0.04,8.337,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,03:40:00,21.19,0.420,1.334,-0.13,0.71,-4.01,0.065,0.05,8.337,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,03:50:00,21.17,0.384,1.320,-0.13,0.71,-4.01,0.104,0.05,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,04:00:00,21.16,0.496,1.314,-0.11,0.71,-4.01,0.073,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,04:10:00,21.17,0.391,1.330,-0.13,0.71,-4.01,0.111,0.05,8.337,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,04:20:00,21.18,0.464,1.309,-0.12,0.71,-4.01,0.066,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,04:30:00,21.17,0.367,1.291,-0.13,0.71,-4.01,0.061,0.05,8.337,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,04:40:00,21.17,0.477,1.300,-0.11,0.71,-4.01,0.124,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,04:50:00,21.16,0.394,1.310,-0.13,0.71,-4.01,0.083,0.05,8.337,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,05:00:00,21.16,0.507,1.316,-0.11,0.71,-4.01,0.160,0.06,8.337,4.19,24.90 ,present ,20.00 ,32.40 ,
09/08/2019,05:10:00,21.14,0.453,1.312,-0.12,0.71,-4.01,0.031,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,05:20:00,21.14,0.372,1.318,-0.13,0.71,-4.01,0.122,0.05,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,05:30:00,21.15,0.466,1.310,-0.12,0.71,-4.01,0.084,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,05:40:00,21.14,0.452,1.273,-0.11,0.71,-4.01,0.049,0.06,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,05:50:00,21.11,0.421,1.303,-0.12,0.71,-4.01,0.070,0.05,8.337,4.19,24.90 ,present ,20.00 ,32.40 ,
09/08/2019,06:00:00,21.14,0.423,1.293,-0.12,0.71,-4.01,-0.088,0.05,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,06:10:00,21.19,0.574,1.302,-0.10,0.71,-4.01,-0.037,0.07,8.337,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,06:20:00,21.24,0.425,1.308,-0.12,0.71,-4.01,-0.056,0.05,8.333,4.19,25.00 ,present ,20.00 ,32.40 ,
09/08/2019,06:30:00,21.25,0.488,1.334,-0.12,0.71,-4.01,0.143,0.06,8.333,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,06:40:00,21.25,0.457,1.340,-0.13,0.71,-4.01,0.202,0.06,8.333,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,06:50:00,21.25,0.568,1.377,-0.12,0.71,-4.01,0.196,0.07,8.333,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,07:00:00,21.28,0.414,1.365,-0.14,0.71,-4.01,0.090,0.05,8.333,4.19,25.00 ,present ,20.00 ,32.09 ,
09/08/2019,07:10:00,21.31,0.352,1.366,-0.15,0.71,-4.01,0.099,0.04,8.330,4.19,25.20 ,present ,20.00 ,32.40 ,
09/08/2019,07:20:00,21.31,0.532,1.346,-0.12,0.71,-4.01,0.126,0.07,8.330,4.19,25.10 ,present ,20.00 ,32.09 ,
09/08/2019,07:30:00,21.35,0.577,1.353,-0.11,0.71,-4.01,0.107,0.07,8.330,4.19,25.20 ,present ,20.00 ,32.09 ,
09/08/2019,07:40:00,21.37,0.687,1.369,-0.10,0.71,-4.01,0.089,0.09,8.330,4.19,25.30 ,present ,20.00 ,32.09 ,
